evaluations raw_y
1 264.4659473681
91 258.4244775736
105 222.0798886993
117 141.3420989976
300 5018.2200135209
evaluations raw_y
1 1776.0370615893
4 1716.2505091406
6 1537.5528960826
7 1502.8253108978
13 1281.2084483111
17 905.3031770873
26 267.3211403530
36 166.3857495795
82 160.4318903807
300 1770.6287082212
evaluations raw_y
1 540.7240667494
22 295.8279606533
42 57.8604131665
64 42.1796880729
300 2172.1281821332
evaluations raw_y
1 2115.0779143460
2 800.7482012806
8 109.8316101492
247 104.2122776125
300 4151.2261200663
evaluations raw_y
1 1583.6446443824
4 876.5045328886
7 186.0298194304
242 118.7836828729
300 5294.4717817098
evaluations raw_y
1 1634.8024637417
3 832.1959247194
4 537.1882429617
11 296.1466106121
17 128.7630618103
300 3504.2166155359
evaluations raw_y
1 1037.9225375363
2 968.1344667677
8 603.2805331889
9 408.3424614592
15 370.6099194180
19 365.0180439176
21 258.9752211706
73 158.5393149077
300 2585.2916638538
evaluations raw_y
1 362.0694473624
23 176.4501875306
82 167.9791802165
176 54.0017000016
300 532.5970514804
evaluations raw_y
1 1550.2190655290
2 1280.4610620512
3 528.6638070379
5 384.5848874613
6 218.7053229885
76 193.7246650816
102 178.8638810997
171 131.8915203610
300 188.2462977688
evaluations raw_y
1 2390.2022280008
2 1846.4536080181
3 1509.8604896090
5 705.6932255782
8 628.8716634128
11 305.8102005617
32 167.5813351126
58 135.7239321519
300 751.5369528679
evaluations raw_y
1 1129.1853754144
2 653.7726920302
5 406.3475013800
11 89.0861936866
300 1949.7436239725
evaluations raw_y
1 1861.5028846137
2 1239.6282653379
4 948.5383409322
6 662.3635273056
7 653.3364142151
12 533.9417929579
13 320.9032880380
14 293.8427972277
17 76.2882269517
300 902.4151308898
evaluations raw_y
1 331.3856493377
28 199.6254621075
111 109.3628225963
300 471.1133395942
evaluations raw_y
1 799.6818439213
5 264.6453465537
24 213.8682270556
105 199.7270009231
110 192.8397296579
159 149.0971209079
300 1904.7804831524
evaluations raw_y
1 2031.4695382980
2 572.6790751917
3 203.0208250066
125 161.9281971649
150 88.9122546107
300 1771.2395580267
evaluations raw_y
1 1094.9814265483
2 608.3305451379
6 430.7882480553
8 363.2837670669
20 133.5524491638
112 110.7225364426
300 661.2219396042
evaluations raw_y
1 1148.1172215776
3 700.1899765384
5 396.3177704401
7 236.0762963144
15 160.4469064578
216 103.2496528190
300 271.8404375604
evaluations raw_y
1 847.6588453697
2 662.3896102803
4 296.7886633517
8 290.8591374936
123 169.7626679005
262 169.7349407557
300 1304.7546673850
evaluations raw_y
1 1160.0290161527
2 186.5005415897
6 160.8708343180
45 106.8304109275
206 95.2262771596
300 915.9615324923
evaluations raw_y
1 504.1128346093
3 339.1782554841
8 179.5672911711
35 154.4725680775
97 130.4372735562
174 73.4021854255
300 1619.0591542053
evaluations raw_y
1 1054.2575769411
2 726.4896981701
4 626.8883981089
7 581.0328579126
11 361.3466449944
33 246.8027327721
36 105.6139044730
300 2792.3291409035
evaluations raw_y
1 1345.6796622651
2 734.7960806272
3 148.7376712527
65 147.2887755154
224 104.9833990422
300 370.0407102909
evaluations raw_y
1 489.8451760333
6 376.1070399453
14 346.9857938563
38 196.1871868795
84 154.8335880011
152 55.8290161329
300 1744.0792929605
evaluations raw_y
1 327.1830864686
9 158.4961203103
245 152.2675529444
254 114.0525054436
300 515.7029975179
evaluations raw_y
1 1177.3816227222
2 326.4595011888
4 285.0648800736
14 251.4528996300
21 239.9996306906
50 79.2560231986
300 918.1147669884
evaluations raw_y
1 2044.8965029397
2 1461.8511011613
3 1393.3559587845
7 1074.8573484090
8 997.7078209399
9 429.7235329542
35 100.2528617357
300 2090.6422397057
evaluations raw_y
1 758.5585603157
7 259.8655448859
69 151.4714792669
300 1095.9563465341
evaluations raw_y
1 4202.1411650878
2 1305.6998502801
4 902.7961794771
5 774.0899810127
9 543.7501462014
13 491.8814317402
42 436.2438919189
49 245.4130172389
155 195.1027096505
187 160.5706341311
300 2248.4556395604
evaluations raw_y
1 1048.0432523440
3 695.6934142037
5 427.5077460202
9 273.5625787858
222 104.1395041911
300 3227.4694265776
evaluations raw_y
1 1873.3281324571
2 1584.7091797756
3 1180.7841100882
7 466.2968418121
11 349.1997457387
22 266.9134626746
121 256.5739664112
137 182.8508801939
210 178.1088535786
247 72.9186794619
300 778.2375815740
evaluations raw_y
1 3411.8445595957
2 999.7424324896
3 736.9073251082
17 496.6087071522
25 405.5711340282
29 175.8491906432
98 103.9139451026
300 2564.2322359098
evaluations raw_y
1 637.6230691939
11 511.7055834660
13 429.5001355126
18 351.4468094842
20 348.8214065347
21 301.8492114533
38 295.9854707754
41 242.3777702209
85 135.4719357614
189 109.7822326058
300 522.0568882392
evaluations raw_y
1 870.3238500335
6 763.1297291065
8 728.0695183045
12 556.8841147137
14 394.1311500229
35 280.1917390671
119 271.0601326606
131 252.3040133610
226 227.5321696825
259 220.8783209573
279 95.0880707782
300 1376.5264105334
evaluations raw_y
1 1224.5037357533
2 1167.1069396340
3 716.5741871778
4 478.7626515056
8 394.5450927041
33 126.7078618454
64 59.2491780483
300 558.3043866233
evaluations raw_y
1 1293.7849188957
3 718.5835184379
4 432.6166819135
7 160.9170016538
300 1079.8994353187
evaluations raw_y
1 470.3082032568
2 430.5270604486
7 326.0265686868
23 255.3872143682
28 220.6554209617
39 204.6497142691
115 164.6699402246
244 139.1163045035
300 198.6149661568
evaluations raw_y
1 959.9713501577
2 461.6231445410
8 447.7663150066
9 225.3605055089
45 144.8457928396
55 143.5276027411
82 126.8642316758
244 116.2701458659
300 2306.9123235396
evaluations raw_y
1 999.2551850845
3 427.6965748971
19 310.2160009315
140 270.7948643896
145 57.8263132358
300 1671.8570792390
evaluations raw_y
1 1282.8723466309
2 1266.4459076888
3 635.5247214623
4 339.3856249889
11 314.0731322576
72 198.4524309117
110 168.3084068968
300 1329.9937857316
evaluations raw_y
1 281.7872358402
16 236.0670604442
94 228.1523062355
138 217.9360210715
158 163.4195367685
195 147.4083913950
300 1592.4508795371
evaluations raw_y
1 1680.1692926810
2 166.5872989629
206 127.3846416155
300 1864.7841534676
evaluations raw_y
1 1784.0662159198
2 1243.3424926819
3 901.4439315444
4 874.5676446712
5 455.8690149217
7 355.0670555996
9 217.6930522881
26 179.0929032139
66 135.1486024979
79 104.4476500804
300 559.8577311825
evaluations raw_y
1 1049.7926506475
5 231.8563544805
14 119.7354722776
300 1195.5047867198
evaluations raw_y
1 693.9293076762
4 526.1727346289
5 373.6402606758
19 320.3513243573
30 173.1045873236
148 164.1404441520
300 722.5506922805
evaluations raw_y
1 887.9383579613
3 858.4577804792
6 729.2975870610
8 299.8953888916
24 290.2662434273
29 190.5285119547
122 164.8605044879
217 156.7901081848
300 621.9293705876
evaluations raw_y
1 1266.8863406899
4 746.3876928322
9 560.1048994954
11 539.1456955385
38 304.9838740731
53 159.9385604686
162 93.8303114827
189 82.3874248932
300 2176.6130733406
evaluations raw_y
1 609.2714914513
4 394.1806435468
7 324.4584466421
8 236.7836831428
42 85.5949597782
300 498.1936279542
evaluations raw_y
