evaluations raw_y
1 13.6049315377
2 12.6586587491
5 12.4946635506
9 10.6895106409
26 5.7464647777
61 5.4970600178
67 4.9291990113
76 3.2584255099
90 15.1311969257
evaluations raw_y
1 13.6049315377
2 12.6586587491
5 12.4946635506
9 10.6895106409
26 5.7464647777
61 5.4970600178
67 4.9291990113
76 3.2584255099
90 15.1311969257
evaluations raw_y
1 13.6049315377
2 12.6586587491
5 12.4946635506
9 10.6895106409
26 5.7464647777
61 5.4970600178
67 4.9291990113
76 3.2584255099
90 15.1311969257
evaluations raw_y
1 13.6049315377
2 12.6586587491
5 12.4946635506
9 10.6895106409
26 5.7464647777
61 5.4970600178
67 4.9291990113
76 3.2584255099
90 15.1311969257
evaluations raw_y
1 13.6049315377
2 12.6586587491
5 12.4946635506
9 10.6895106409
26 5.7464647777
61 5.4970600178
67 4.9291990113
76 3.2584255099
90 15.1311969257
evaluations raw_y
1 14.6424223789
3 12.9454392291
4 6.6354543175
31 3.7704865380
53 2.3114450032
90 9.7544635983
evaluations raw_y
1 14.6424223789
3 12.9454392291
4 6.6354543175
31 3.7704865380
53 2.3114450032
90 9.7544635983
evaluations raw_y
1 14.6424223789
3 12.9454392291
4 6.6354543175
31 3.7704865380
53 2.3114450032
90 9.7544635983
evaluations raw_y
1 14.6424223789
3 12.9454392291
4 6.6354543175
31 3.7704865380
53 2.3114450032
90 9.7544635983
evaluations raw_y
1 14.6424223789
3 12.9454392291
4 6.6354543175
31 3.7704865380
53 2.3114450032
90 9.7544635983
evaluations raw_y
1 50.6571029423
2 18.1462347745
3 13.1066107307
5 12.5382832346
10 10.7069977980
11 4.9199958896
35 0.5516742764
90 12.0771433659
evaluations raw_y
1 50.6571029423
2 18.1462347745
3 13.1066107307
5 12.5382832346
10 10.7069977980
11 4.9199958896
35 0.5516742764
90 12.0771433659
evaluations raw_y
1 50.6571029423
2 18.1462347745
3 13.1066107307
5 12.5382832346
10 10.7069977980
11 4.9199958896
35 0.5516742764
90 12.0771433659
evaluations raw_y
1 50.6571029423
2 18.1462347745
3 13.1066107307
5 12.5382832346
10 10.7069977980
11 4.9199958896
35 0.5516742764
90 12.0771433659
evaluations raw_y
1 50.6571029423
2 18.1462347745
3 13.1066107307
5 12.5382832346
10 10.7069977980
11 4.9199958896
35 0.5516742764
90 12.0771433659
evaluations raw_y
1 197.2482673602
2 39.8352522872
3 25.2087743491
7 5.2161419789
16 1.6051042958
38 1.5179484500
90 20.3723388877
evaluations raw_y
1 197.2482673602
2 39.8352522872
3 25.2087743491
7 5.2161419789
16 1.6051042958
38 1.5179484500
90 20.3723388877
evaluations raw_y
1 197.2482673602
2 39.8352522872
3 25.2087743491
7 5.2161419789
16 1.6051042958
38 1.5179484500
90 20.3723388877
evaluations raw_y
1 197.2482673602
2 39.8352522872
3 25.2087743491
7 5.2161419789
16 1.6051042958
38 1.5179484500
90 20.3723388877
evaluations raw_y
1 197.2482673602
2 39.8352522872
3 25.2087743491
7 5.2161419789
16 1.6051042958
38 1.5179484500
90 20.3723388877
evaluations raw_y
1 13.0062945852
4 10.2938415589
7 6.1842797730
21 4.7001568673
23 4.1047134153
25 3.9371027727
26 3.5432743306
45 2.9635204313
90 23.7973404770
evaluations raw_y
1 13.0062945852
4 10.2938415589
7 6.1842797730
21 4.7001568673
23 4.1047134153
25 3.9371027727
26 3.5432743306
45 2.9635204313
90 23.7973404770
evaluations raw_y
1 13.0062945852
4 10.2938415589
7 6.1842797730
21 4.7001568673
23 4.1047134153
25 3.9371027727
26 3.5432743306
45 2.9635204313
90 23.7973404770
evaluations raw_y
1 13.0062945852
4 10.2938415589
7 6.1842797730
21 4.7001568673
23 4.1047134153
25 3.9371027727
26 3.5432743306
45 2.9635204313
90 23.7973404770
evaluations raw_y
1 13.0062945852
4 10.2938415589
7 6.1842797730
21 4.7001568673
23 4.1047134153
25 3.9371027727
26 3.5432743306
45 2.9635204313
90 23.7973404770
evaluations raw_y
1 119.1499984031
2 58.3266607884
3 58.2344546385
4 43.1386035553
7 27.5771365801
10 16.2022530512
16 11.6434918101
18 8.2971053661
21 7.9092129163
35 5.1014566348
47 0.1066485685
90 23.9983193661
evaluations raw_y
1 119.1499984031
2 58.3266607884
3 58.2344546385
4 43.1386035553
7 27.5771365801
10 16.2022530512
16 11.6434918101
18 8.2971053661
21 7.9092129163
35 5.1014566348
47 0.1066485685
90 23.9983193661
evaluations raw_y
1 119.1499984031
2 58.3266607884
3 58.2344546385
4 43.1386035553
7 27.5771365801
10 16.2022530512
16 11.6434918101
18 8.2971053661
21 7.9092129163
35 5.1014566348
47 0.1066485685
90 23.9983193661
evaluations raw_y
1 119.1499984031
2 58.3266607884
3 58.2344546385
4 43.1386035553
7 27.5771365801
10 16.2022530512
16 11.6434918101
18 8.2971053661
21 7.9092129163
35 5.1014566348
47 0.1066485685
90 23.9983193661
evaluations raw_y
1 119.1499984031
2 58.3266607884
3 58.2344546385
4 43.1386035553
7 27.5771365801
10 16.2022530512
16 11.6434918101
18 8.2971053661
21 7.9092129163
35 5.1014566348
47 0.1066485685
90 23.9983193661
evaluations raw_y
1 55.2518328237
3 29.5831998993
5 18.5807881368
18 11.9732988120
22 8.9305113109
27 5.7427813364
51 1.8961516818
90 14.1983872775
evaluations raw_y
1 55.2518328237
3 29.5831998993
5 18.5807881368
18 11.9732988120
22 8.9305113109
27 5.7427813364
51 1.8961516818
90 14.1983872775
evaluations raw_y
1 55.2518328237
3 29.5831998993
5 18.5807881368
18 11.9732988120
22 8.9305113109
27 5.7427813364
51 1.8961516818
